site_date_key,site_number,sample_date,sample_trip,water_depth,temperature,salinity,lat,lon,notes,extra bags,drop_processing.sample_key,drop_processing.date,drop_processing.bag_photo,drop_processing.sample_type,drop_processing.sample_trip,drop_processing.site_label,drop_processing.bag_number,drop_processing.site_date_key,drop_processing.species_key,drop_processing.bag_code,drop_processing.species_code,drop_processing.count,drop_processing.tin_key,drop_processing.tin_preweight,drop_processing.length,drop_processing.gut_contents,drop_processing.comments,grinding_inventory.tissue_type,grinding_inventory.date,grinding_inventory.vial_code,grinding_inventory.box_code,grinding_inventory.box_position,grinding_inventory.notes,grinding_inventory.decarbonated,grinding_inventory.duplicate,grinding_inventory.initials,tin_weights.tin_weight,composite_vials.composite_vial,composite_vials.box_position,composite_vials.box_code,composite_vials.donor_vial_code,final_vial,wrapping_inventory.vial_code,wrapping_inventory.date,wrapping_inventory.box_code,wrapping_inventory.box_position,wrapping_inventory.tray_code,wrapping_inventory.weight,wrapping_inventory.tray_position,wrapping_inventory.notes,wrapping_inventory.initials,tray_inventory.Analysis Type,tray_inventory.Status,tray_inventory.Notes,isotope_data.Content.Name,isotope_data.wsu_projid,isotope_data.wsu_id,isotope_data.tray_code,isotope_data.nelson_id,isotope_data.analysis,isotope_data.d15N,isotope_data.ucn,isotope_data.wtn,isotope_data.ucn_perc,isotope_data.d13C,isotope_data.ucc,isotope_data.wtc,isotope_data.ucc_perc,isotope_data.amount,isotope_data.analyst_comments,isotope_data.area_all_n,isotope_data.area_all_c,isotope_data.mgN,isotope_data.ucn_mg,isotope_data.mgC,isotope_data.ucc_mg,isotope_data.cn_ratio,isotope_data.cn_ratio_estimate,isotope_data.d34S,isotope_data.ucs,isotope_data.wts,isotope_data.ucs_perc,isotope_data.area_all_s,isotope_data.mgS,isotope_data.ucs_mg,isotope_data.Uc S_Percents_balance,isotope_data.Uc N_Percents_balance,isotope_data.Uc C_Percents_balance
bed472cd,107,5/23/23 09:53,2305,24,31.1,25.3,29.139386,-90.240494,,"",BF9BE58A,7/17/24 16:19,,DS,2305,107,,bed472cd,c2d636b2,,FUNGRA,1,12838a74e,1.043,,,,Animal,7/23/24 00:00,b9608774,19121684b_PFFW-SP23,C9,,FALSE,FALSE,L_,1.096,,,,,b9608774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4055fb57,60,9/23/22 11:30,2209,58,,24,29.1435,-90.1711,,,2d1b2f2d,5/15/23 01:00,Fourchon Mangrove Project/Sample Photos/2d1b2f2d.bag_photo.202549.jpg,DS,2209,60,74,4055fb57,6333b032,2209-DS-60-x,CALSAP,3,221e99b3e,1,NA,NA,,Animal,5/14/24 00:00,0b9f3c80d,0c01f46a8_PFFW-FA22,A10,,FALSE,,,2.14,,,,,0b9f3c80d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6b129e65,119,6/6/23 12:30,2305,34,30.4,22.2,29.136437,-90.158422,,"""5B95897E",F2FABE74,7/17/24 16:48,,DS,2305,119,,6b129e65,03007a24,,PALSP,1,20979f6c1,1.04,,,,Animal,7/23/24 00:00,c5694b9f,19121684b_PFFW-SP23,C7,,FALSE,FALSE,L_,1.059,,,,,c5694b9f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68bb7209,51,9/26/22 06:26,2209,55.5,33.1,23.7,29.13863,-90.1624,,"",ca66b049,2/13/23 00:00,Fourchon Mangrove Project/Sample Photos/ca66b049.bag_photo.222816.jpg,DS,2209,51,55,68bb7209,7366c6db,2209-DS-51,PANOBE,1,12ddc5d8c,2.71,NA,Algea only,,"Animal",5/31/24 00:00,08f4f65e0,15a7e3338_PFFW-FA22,I10,,,FALSE,,17.92,,,,,08f4f65e0,08f4f65e0,6/3/24 00:00,15a7e3338_PFFW-FA22,I10,1016f0211_2024-T5,0.5,A5,,LW,C/N,Data recieved,PFFW priority 1 ,3954,3954,345524,1016f0211_2024-T5,08f4f65e0,A-287979.3,7.808181298,0.248305671,4.697689425,0.055178144,-16.44089814,0.145538801,23.79291525,0.367226686,0.5,,11.461,20.208,0.023488447,0.000309802,0.118964576,0.001969995,,,,,,,,,,,0.061960358,0.393998909
68bb7209,51,9/26/22 06:26,2209,55.5,33.1,23.7,29.13863,-90.1624,,"",ca66b049,2/13/23 00:00,Fourchon Mangrove Project/Sample Photos/ca66b049.bag_photo.222816.jpg,DS,2209,51,55,68bb7209,7366c6db,2209-DS-51,PANOBE,1,12ddc5d8c,2.71,NA,Algea only,,"Animal",5/31/24 00:00,08f4f65e0,15a7e3338_PFFW-FA22,I10,,,FALSE,,17.92,,,,,08f4f65e0,08f4f65e0,6/3/24 00:00,15a7e3338_PFFW-FA22,I10,1016f0211_2024-T5,0.5,A5,,LW,C/N,Data recieved,PFFW priority 1 ,3955,3955,345647,010139743_2024-T5,08f4f65e0,K-209915.2,,,,,,,,,3,BQL_S<0.0066mg;0.0062 mg S,,,,,,,,,,,,,2.652,0,0,0,,
68bb7209,51,9/26/22 06:26,2209,55.5,33.1,23.7,29.13863,-90.1624,,"",ca66b049,2/13/23 00:00,Fourchon Mangrove Project/Sample Photos/ca66b049.bag_photo.222816.jpg,DS,2209,51,55,68bb7209,7366c6db,2209-DS-51,PANOBE,1,12ddc5d8c,2.71,NA,Algea only,,"Animal",5/31/24 00:00,08f4f65e0,15a7e3338_PFFW-FA22,I10,,,FALSE,,17.92,,,,,08f4f65e0,08f4f65e0,7/15/24 00:00,15a7e3338_PFFW-FA22,I10,010139743_2024-T5,3,D12,,LW,S,Data recieved,"PFFW priority 1 tray
",3955,3955,345647,010139743_2024-T5,08f4f65e0,K-209915.2,,,,,,,,,3,BQL_S<0.0066mg;0.0062 mg S,,,,,,,,,,,,,2.652,0,0,0,,
68bb7209,51,9/26/22 06:26,2209,55.5,33.1,23.7,29.13863,-90.1624,,"",ca66b049,2/13/23 00:00,Fourchon Mangrove Project/Sample Photos/ca66b049.bag_photo.222816.jpg,DS,2209,51,55,68bb7209,7366c6db,2209-DS-51,PANOBE,1,12ddc5d8c,2.71,NA,Algea only,,"Animal",5/31/24 00:00,08f4f65e0,15a7e3338_PFFW-FA22,I10,,,FALSE,,17.92,,,,,08f4f65e0,08f4f65e0,7/15/24 00:00,15a7e3338_PFFW-FA22,I10,010139743_2024-T5,3,D12,,LW,S,Data recieved,"PFFW priority 1 tray
",3954,3954,345524,1016f0211_2024-T5,08f4f65e0,A-287979.3,7.808181298,0.248305671,4.697689425,0.055178144,-16.44089814,0.145538801,23.79291525,0.367226686,0.5,,11.461,20.208,0.023488447,0.000309802,0.118964576,0.001969995,,,,,,,,,,,0.061960358,0.393998909
6b129e65,119,6/6/23 12:30,2305,34,30.4,22.2,29.136437,-90.158422,,"""5B95897E",F17866BF,7/17/24 16:21,,DS,2305,119,,6b129e65,02b3298a,,LITIRR,5,08e9b326e,1.021,,,,Animal,7/23/24 00:00,a57c5225,19121684b_PFFW-SP23,c2,,FALSE,FALSE,L_,1.336,,,,,a57c5225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4055fb57,60,9/23/22 11:30,2209,58,,24,29.1435,-90.1711,,,0b723835,3/22/23 01:00,Fourchon Mangrove Project/Sample Photos/0b723835.bag_photo.211650.jpg,DS,2209,60,73,4055fb57,c8704bae,2209-DS-60-x,PENAZTS,1,15d6be69a,1.02,NA,NA,,Animal,5/14/24 00:00,13f6ebeac,0c01f46a8_PFFW-FA22,B1,,FALSE,,,1.16,,,,,13f6ebeac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bed472cd,107,5/23/23 09:53,2305,24,31.1,25.3,29.139386,-90.240494,,"",67653BA8,7/17/24 16:51,,DS,2305,107,,bed472cd,7366c6db,,PANOBE,1,208176bae,1.037,,,,Animal,7/23/24 00:00,be797a34,19121684b_PFFW-SP23,B8,,FALSE,FALSE,L_,5.356,,,,,be797a34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68bb7209,51,9/26/22 06:26,2209,55.5,33.1,23.7,29.13863,-90.1624,,"",d003fef2,2/15/23 00:00,Fourchon Mangrove Project/Sample Photos/d003fef2.bag_photo.223540.jpg,DS,2209,51,195,68bb7209,450a9bfa,2209-DS-51,MYRPUN,1,2373d9b4c,1.02,NA,NA,,Animal,5/14/24 00:00,0f7e66157,0768fd2ba_PFFW-FA22,D5,,FALSE,,,1.06,,,,,0f7e66157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6b129e65,119,6/6/23 12:30,2305,34,30.4,22.2,29.136437,-90.158422,,"""5B95897E",4A841798,7/17/24 16:44,,DS,2305,119,,6b129e65,6333b032,,CALSAP,1,193570f74,1.012,,,,Animal,7/23/24 00:00,df8ee77b,19121684b_PFFW-SP23,B9,,FALSE,FALSE,L_,2.384,,,,,df8ee77b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6b129e65,119,6/6/23 12:30,2305,34,30.4,22.2,29.136437,-90.158422,,"""5B95897E",4A841798,7/17/24 16:44,,DS,2305,119,,6b129e65,6333b032,,CALSAP,1,193570f74,1.012,,,,Animal,7/23/24 00:00,f0ba390c,231bb0bd6_PFF-SP23,A5,,FALSE,TRUE,L_,2.384,,,,,f0ba390c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4055fb57,60,9/23/22 11:30,2209,58,,24,29.1435,-90.1711,,,938f1830,3/22/23 01:00,Fourchon Mangrove Project/Sample Photos/938f1830.bag_photo.212027.jpg,DS,2209,60,73,4055fb57,a417b33c,2209-DS-60-x,POELAT,1,189002ab7,1.02,NA,1308cb9e6,,Animal,5/14/24 00:00,048b9047f,0c01f46a8_PFFW-FA22,B2,,FALSE,,,1.78,,,,,048b9047f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6b129e65,119,6/6/23 12:30,2305,34,30.4,22.2,29.136437,-90.158422,,"""5B95897E",7A956A1D,7/17/24 16:49,,DS,2305,119,,6b129e65,1d3cc7d1,,CTEBOL,1,092a96559,1.035,,,,Animal,7/23/24 00:00,f35aadfc,19121684b_PFFW-SP23,C8,,FALSE,FALSE,L_,1.141,,,,,f35aadfc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68bb7209,51,9/26/22 06:26,2209,55.5,33.1,23.7,29.13863,-90.1624,,"",564c5e56,2/15/23 00:00,Fourchon Mangrove Project/Sample Photos/564c5e56.bag_photo.223636.jpg,DS,2209,51,195,68bb7209,24af46db,2209-DS-51,ALPHET,1,041b53b0a,1.03,NA,NA,,"Animal",5/31/24 00:00,082e13c2f,15a7e3338_PFFW-FA22,H1,,,FALSE,,1.36,,,,,082e13c2f,082e13c2f,7/24/24 00:00,15a7e3338_PFFW-FA22,H1,22aa0a3ac_2024-T6,0.4,E6,,L_,C/N,Archived,PFFW priority 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68bb7209,51,9/26/22 06:26,2209,55.5,33.1,23.7,29.13863,-90.1624,,"",564c5e56,2/15/23 00:00,Fourchon Mangrove Project/Sample Photos/564c5e56.bag_photo.223636.jpg,DS,2209,51,195,68bb7209,24af46db,2209-DS-51,ALPHET,1,041b53b0a,1.03,NA,NA,,"Animal",5/31/24 00:00,082e13c2f,15a7e3338_PFFW-FA22,H1,,,FALSE,,1.36,,,,,082e13c2f,082e13c2f,7/25/24 00:00,15a7e3338_PFFW-FA22,H1,1d37589a2_2024-T6,3.3,E1,,LW,S,Archived,PFF priority 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d86dc835,31,6/7/23 09:02,2305,45,29.8,21.6,29.12869,-90.229702,,"",F10C52EC,7/17/24 15:46,,DS,2305,31,,d86dc835,03007a24,,PALSP,45,06c50ddd6,1.03,,,,Animal,5/23/25 18:00,f343d3f8,f2ab7b75_PFFW-SP23,E3,,FALSE,FALSE,,2.103,,,,,f343d3f8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4055fb57,60,9/23/22 11:30,2209,58,,24,29.1435,-90.1711,,,0ea869c8,5/15/23 01:00,Fourchon Mangrove Project/Sample Photos/0ea869c8.bag_photo.202519.jpg,DS,2209,60,77,4055fb57,6333b032,2209-DS-60-x,CALSAP,1,23256ff2a,1,NA,NA,,Animal,5/14/24 00:00,1f6a5427f,0c01f46a8_PFFW-FA22,B3,,FALSE,,,1.09,,,,,1f6a5427f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2d263ded,116,5/24/23 11:25,2305,28,30.1,22.9,29.103519,-90.239026,,"",C7DF18F7,7/17/24 15:46,,DS,2305,116,,2d263ded,03007a24,,PALSP,79,18c4a0bd0,1.029,,,,Animal,7/23/24 00:00,de44958d,19121684b_PFFW-SP23,B7,,FALSE,FALSE,L_,2.317,,,,,de44958d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2d263ded,116,5/24/23 11:25,2305,28,30.1,22.9,29.103519,-90.239026,,"",C7DF18F7,7/17/24 15:46,,DS,2305,116,,2d263ded,03007a24,,PALSP,79,18c4a0bd0,1.029,,,,Animal,7/23/24 00:00,f2b73c9d,231bb0bd6_PFF-SP23,A4,,FALSE,TRUE,L_,2.317,,,,,f2b73c9d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68bb7209,51,9/26/22 06:26,2209,55.5,33.1,23.7,29.13863,-90.1624,,"",6dbdd5f4,2/15/23 00:00,Fourchon Mangrove Project/Sample Photos/6dbdd5f4.bag_photo.223741.jpg,DS,2209,51,195,68bb7209,569400cb,2209-DS-51,PENSETS,20,125d7fc0c,1.03,NA,NA,,"Animal",5/31/24 00:00,21c576383,15a7e3338_PFFW-FA22,G5,,,FALSE,,2.2,,,,,21c576383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68bb7209,51,9/26/22 06:26,2209,55.5,33.1,23.7,29.13863,-90.1624,,"",6dbdd5f4,2/15/23 00:00,Fourchon Mangrove Project/Sample Photos/6dbdd5f4.bag_photo.223741.jpg,DS,2209,51,195,68bb7209,569400cb,2209-DS-51,PENSETS,20,125d7fc0c,1.03,NA,NA,,"Animal",5/31/24 00:00,08e80d92f,00dccd6f3_PFFW-FA22,C6,,,TRUE,,2.2,,,,,08e80d92f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bed472cd,107,5/23/23 09:53,2305,24,31.1,25.3,29.139386,-90.240494,,"",BBDD4458,7/17/24 16:14,,DS,2305,107,,bed472cd,456c4c29,,CLIVIT,2,14e84a5d1,1.043,,,,Animal,7/23/24 00:00,,19121684b_PFFW-SP23,,,FALSE,FALSE,L_,1.367,,,,,,,5/6/25 00:00,,,,,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6b129e65,119,6/6/23 12:30,2305,34,30.4,22.2,29.136437,-90.158422,,"""5B95897E",11294433,7/18/24 11:00,,DS,2305,119,,6b129e65,c8704bae,,PENAZTS,6,099936e28,1.058,,,,Animal,7/23/24 00:00,,19121684b_PFFW-SP23,,,FALSE,FALSE,JCM,1.642,,,,,,,5/6/25 00:00,,,,,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9ba5c65,96,5/24/23 12:38,2305,23,31.3,27.3,29.120959,-90.229985,,"",9E168B59,8/7/24 10:53,,DS,2305,96,,a9ba5c65,83C94E95,,MINLON ,15,11caeedd6,1.017,,,,Animal,8/13/24 00:00,,0f297e079_PFFW-SP23,,,FALSE,FALSE,JCM,5.318,,,,,,,5/6/25 00:00,,,,,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bed472cd,107,5/23/23 09:53,2305,24,31.1,25.3,29.139386,-90.240494,,"",BBDD4458,7/17/24 16:14,,DS,2305,107,,bed472cd,456c4c29,,CLIVIT,2,14e84a5d1,1.043,,,,Animal,7/23/24 00:00,b21bcc53,19121684b_PFFW-SP23,C1,,FALSE,FALSE,L_,1.367,,,,,b21bcc53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2d263ded,116,5/24/23 11:25,2305,28,30.1,22.9,29.103519,-90.239026,,"",B3671EB3,7/17/24 15:44,,DS,2305,116,,2d263ded,03007a24,,PALSP,8,1dad45ca8,1.04,,,,Animal,7/23/24 00:00,cc459bd4,19121684b_PFFW-SP23,B6,,FALSE,FALSE,L_,1.367,,,,,cc459bd4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4055fb57,60,9/23/22 11:30,2209,58,,24,29.1435,-90.1711,,,8327c83f,3/31/23 01:00,Fourchon Mangrove Project/Sample Photos/8327c83f.bag_photo.210002.jpg,DS,2209,60,72,4055fb57,da0e96cd,2209-DS-60,GOBOCE,1,1b5e9c79e,1.02,NA,NA,,Animal,5/14/24 00:00,19e271906,0c01f46a8_PFFW-FA22,B4,,FALSE,,,1.05,,,,,19e271906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bed472cd,107,5/23/23 09:53,2305,24,31.1,25.3,29.139386,-90.240494,,"",423C9DD4,7/17/24 15:40,,DS,2305,107,,bed472cd,2f739268,,EVOLYR,1,0ba456f6f,1.16,,,,Animal,7/23/24 00:00,abfdc06b,19121684b_PFFW-SP23,E7,,FALSE,FALSE,JCM,1.121,,,,,abfdc06b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68bb7209,51,9/26/22 06:26,2209,55.5,33.1,23.7,29.13863,-90.1624,,"",6f05744e,2/15/23 00:00,Fourchon Mangrove Project/Sample Photos/6f05744e.bag_photo.223830.jpg,DS,2209,51,195,68bb7209,39396706,2209-DS-51,MENBER,1,10f6e47ab,1.02,NA,NA,,"Animal",5/31/24 00:00,08aea1628,15a7e3338_PFFW-FA22,G7,,,FALSE,,1.29,,,,,08aea1628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2d263ded,116,5/24/23 11:25,2305,28,30.1,22.9,29.103519,-90.239026,,"",93574F34,7/17/24 12:30,,DS,2305,116,,2d263ded,456c4c29,,CLIVIT,1,245566c4b,1.024,,,,Animal,7/23/24 00:00,f9e86375,19121684b_PFFW-SP23,D5,,FALSE,FALSE,JCM,2.071,,,,,f9e86375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4055fb57,60,9/23/22 11:30,2209,58,,24,29.1435,-90.1711,,,df95415b,5/15/23 01:00,Fourchon Mangrove Project/Sample Photos/df95415b.bag_photo.202623.jpg,DS,2209,60,74,4055fb57,99cf6631,2209-DS-60-x,PANSIM,1,12b52ff1d,1.01,NA,NA,,Animal,5/14/24 00:00,1fb367595,0c01f46a8_PFFW-FA22,B5,,FALSE,,,1.71,,,,,1fb367595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2d263ded,116,5/24/23 11:25,2305,28,30.1,22.9,29.103519,-90.239026,,"",E9B5CB99,7/17/24 10:57,,DS,2305,116,,2d263ded,c2d636b2,,FUNGRA,1,1943d6d58,1.006,,,,Animal,7/23/24 00:00,c4b2a9cb,19121684b_PFFW-SP23,E8,,FALSE,FALSE,JCM,1.101,,,,,c4b2a9cb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68bb7209,51,9/26/22 06:26,2209,55.5,33.1,23.7,29.13863,-90.1624,,"",95de7599,2/15/23 00:00,Fourchon Mangrove Project/Sample Photos/95de7599.bag_photo.223916.jpg,DS,2209,51,195,68bb7209,39b6ca44,2209-DS-51,GOBBOS,3,1ba7262ed,1.02,NA,NA,,"Animal",5/31/24 00:00,0d8a7d1d7,15a7e3338_PFFW-FA22,G9,,,FALSE,,1.21,,,,,0d8a7d1d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d86dc835,31,6/7/23 09:02,2305,45,29.8,21.6,29.12869,-90.229702,,"",173005BA,7/16/24 16:55,,DS,2305,31,,d86dc835,7366c6db,,PANOBE,2,142417923,1.055,,,,Animal,7/23/24 00:00,eeb21c51,19121684b_PFFW-SP23,D2,,FALSE,FALSE,JCM,9.631,,,,,eeb21c51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4055fb57,60,9/23/22 11:30,2209,58,,24,29.1435,-90.1711,,,819ee97e,3/31/23 01:00,Fourchon Mangrove Project/Sample Photos/819ee97e.bag_photo.205822.jpg,DS,2209,60,72,4055fb57,90765501,2209-DS-60,ANCMIT,17,247e37ac8,1.01,NA,NA,,Animal,5/14/24 00:00,1d381a589,0c01f46a8_PFFW-FA22,B6,,FALSE,,,2.33,,,,,1d381a589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d86dc835,31,6/7/23 09:02,2305,45,29.8,21.6,29.12869,-90.229702,,"",66F99FCA,7/17/24 09:35,,DS,2305,31,,d86dc835,6333b032,,CALSAP,3,028ea1bd2,1.049,,,,Animal,7/23/24 00:00,a0968dc4,19121684b_PFFW-SP23,C10,,FALSE,FALSE,L_,1.741,,,,,a0968dc4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68bb7209,51,9/26/22 06:26,2209,55.5,33.1,23.7,29.13863,-90.1624,,"",84a25fa8,2/15/23 00:00,Fourchon Mangrove Project/Sample Photos/84a25fa8.bag_photo.224002.jpg,DS,2209,51,195,68bb7209,1d3cc7d1,2209-DS-51,CTEBOL,1,205209bec,1.05,NA,NA,,"Animal",5/31/24 00:00,18ce06b66,15a7e3338_PFFW-FA22,G1,,,FALSE,,1.13,,,,,18ce06b66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2d263ded,116,5/24/23 11:25,2305,28,30.1,22.9,29.103519,-90.239026,,"",DE8DD633,7/17/24 10:58,,DS,2305,116,,2d263ded,da0e96cd,,GOBOCE,1,179153202,1.027,,,,Animal,7/23/24 00:00,b607a085,19121684b_PFFW-SP23,E10,,FALSE,FALSE,JCM,1.066,,,,,b607a085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4055fb57,60,9/23/22 11:30,2209,58,,24,29.1435,-90.1711,,,14007331,3/22/23 01:00,Fourchon Mangrove Project/Sample Photos/14007331.bag_photo.211945.jpg,DS,2209,60,73,4055fb57,02b3298a,2209-DS-60-x,LITIRR,2,021196dcc,1.04,NA,NA,,Animal,5/14/24 00:00,1cdf937c4,0c01f46a8_PFFW-FA22,B7,,FALSE,,,1.05,,,,,1cdf937c4,1cdf937c4,6/3/24 00:00,0c01f46a8_PFFW-FA22,B7,1016f0211_2024-T5,0.4,B6,,LW,C/N,Data recieved,PFFW priority 1 ,3954,3954,345537,1016f0211_2024-T5,1cdf937c4,A-287994.3,3.028201215,0.249471168,13.90929684,0.357590989,-17.29567617,0.145707679,57.52496207,1.521230221,0.4,,26.056,38.519,0.055637187,0.001489987,0.230099848,0.006324909,,,,,,,,,,,0.372496874,1.581227199
4055fb57,60,9/23/22 11:30,2209,58,,24,29.1435,-90.1711,,,14007331,3/22/23 01:00,Fourchon Mangrove Project/Sample Photos/14007331.bag_photo.211945.jpg,DS,2209,60,73,4055fb57,02b3298a,2209-DS-60-x,LITIRR,2,021196dcc,1.04,NA,NA,,Animal,5/14/24 00:00,1cdf937c4,0c01f46a8_PFFW-FA22,B7,,FALSE,,,1.05,,,,,1cdf937c4,1cdf937c4,6/3/24 00:00,0c01f46a8_PFFW-FA22,B7,1016f0211_2024-T5,0.4,B6,,LW,C/N,Data recieved,PFFW priority 1 ,3955,3955,345652,010139743_2024-T5,1cdf937c4,K-209920.2,,,,,,,,,3.4,,,,,,,,,,16.88469942,0.743493816,1.635451264,0.033740697,44.497,0.055605343,0.005038684,0.148196593,,
4055fb57,60,9/23/22 11:30,2209,58,,24,29.1435,-90.1711,,,14007331,3/22/23 01:00,Fourchon Mangrove Project/Sample Photos/14007331.bag_photo.211945.jpg,DS,2209,60,73,4055fb57,02b3298a,2209-DS-60-x,LITIRR,2,021196dcc,1.04,NA,NA,,Animal,5/14/24 00:00,1cdf937c4,0c01f46a8_PFFW-FA22,B7,,FALSE,,,1.05,,,,,1cdf937c4,1cdf937c4,7/15/24 00:00,0c01f46a8_PFFW-FA22,B7,010139743_2024-T5,3.4,E5,,LW,S,Data recieved,"PFFW priority 1 tray
",3955,3955,345652,010139743_2024-T5,1cdf937c4,K-209920.2,,,,,,,,,3.4,,,,,,,,,,16.88469942,0.743493816,1.635451264,0.033740697,44.497,0.055605343,0.005038684,0.148196593,,
4055fb57,60,9/23/22 11:30,2209,58,,24,29.1435,-90.1711,,,14007331,3/22/23 01:00,Fourchon Mangrove Project/Sample Photos/14007331.bag_photo.211945.jpg,DS,2209,60,73,4055fb57,02b3298a,2209-DS-60-x,LITIRR,2,021196dcc,1.04,NA,NA,,Animal,5/14/24 00:00,1cdf937c4,0c01f46a8_PFFW-FA22,B7,,FALSE,,,1.05,,,,,1cdf937c4,1cdf937c4,7/15/24 00:00,0c01f46a8_PFFW-FA22,B7,010139743_2024-T5,3.4,E5,,LW,S,Data recieved,"PFFW priority 1 tray
",3954,3954,345537,1016f0211_2024-T5,1cdf937c4,A-287994.3,3.028201215,0.249471168,13.90929684,0.357590989,-17.29567617,0.145707679,57.52496207,1.521230221,0.4,,26.056,38.519,0.055637187,0.001489987,0.230099848,0.006324909,,,,,,,,,,,0.372496874,1.581227199
2d263ded,116,5/24/23 11:25,2305,28,30.1,22.9,29.103519,-90.239026,,"",78E5A796,7/17/24 12:29,,DS,2305,116,,2d263ded,2f739268,,EVOLYR,1,072b8ce55,1.015,,,,Animal,7/23/24 00:00,e4ebffaa,19121684b_PFFW-SP23,E6,,FALSE,FALSE,JCM,1.323,,,,,e4ebffaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68bb7209,51,9/26/22 06:26,2209,55.5,33.1,23.7,29.13863,-90.1624,,"",79e88b62,2/15/23 00:00,Fourchon Mangrove Project/Sample Photos/79e88b62.bag_photo.224042.jpg,DS,2209,51,195,68bb7209,90765501,2209-DS-51,ANCMIT,1,0c9b631f6,1.03,NA,NA,,Animal,5/14/24 00:00,253dbebb6,0768fd2ba_PFFW-FA22,D6,,FALSE,,,1.05,,,,,253dbebb6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bed472cd,107,5/23/23 09:53,2305,24,31.1,25.3,29.139386,-90.240494,,"",8F24AFCF,7/17/24 14:56,,DS,2305,107,,bed472cd,03007a24,,PALSP,21,0e80a8c16,1.016,,,,Animal,7/23/24 00:00,dd27253a,19121684b_PFFW-SP23,D3,,FALSE,FALSE,JCM,1.324,,,,,dd27253a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
